year,month,day,hour,latitude,longitude,DEM,TP,DT,tas,RH,WbT,WS,EPT,T400,T500,T650,T700,T750,T800,T850,T900,T950,T975,400RH,500RH,650RH,700RH,750RH,800RH,850RH,900RH,950RH,975RH,400VV,500VV,650VV,700VV,750VV,800VV,850VV,900VV,950VV,975VV,FR,name
2008,2,9,20,25.8,104.6,1723.706543,1.860917,-4.1518158,-3.3073029,0.938786547,-2.11,1.755501397,21.9671184,-10.0703339,-2.6420502,0.6458374,0.567392,-6.3318695,-4.3199524,-1.2140564,1.7436462,4.5806061,5.9770599,0.010063849,0.102538319,0.997520866,1.002213678,0.958811579,0.962534656,0.952083607,0.945428047,0.947910833,0.948733759,0.308436394,0.837270737,-0.170487404,-0.381347656,-0.43489933,-0.344686508,-0.205789566,-0.196656227,-0.203206062,-0.196064949,TRUE,Southwestern
2006,1,12,20,32.7,119,10.95576286,1.113883,3.9226624,5.0156952,0.926418457,4.5039407,2.857103031,17.9104388,-29.4240936,-16.3876862,-1.0772766,0.994577,-1.4465851,2.2401215,4.694986,6.7852417,6.053949,2.2666107,6.46E-07,1.14E-06,9.91E-06,2.11E-05,3.54E-05,4.51E-05,4.26E-05,0.673462063,0.666414642,0.992217054,0.344614983,0.420269012,0.317338943,0.146794319,0.059370041,0.04190731,0.024515152,0.003458023,0.005899429,0.029063225,FALSE,Southeastern
2001,12,6,20,30.6,103.5,590.821106,0.117258,-0.6392731,2.7618042,0.783084731,1.3033411,0.247141011,10.4834026,-27.9565643,-13.503653,0.6531006,-0.5325073,-2.1271118,-3.2092194,-2.3945068,0.2364746,3.1353241,4.5433136,1.44E-06,4.96E-06,2.23E-05,2.76E-05,3.02E-05,3.14E-05,3.47E-05,0.831437149,0.745306902,0.750437985,-0.047199249,-0.212038994,0.25617981,0.013295174,-0.021823883,-0.227491379,-0.165693283,-0.021072388,-0.025978088,0.00038147,FALSE,Southwestern
2002,1,12,8,35.1,117.2,82.01862335,5.217145,9.1361023,10.5227753,0.911289342,9.7598089,1.733333639,17.7853207,-31.7261108,-19.3323273,-5.7024597,-2.9291595,-0.2913574,2.0611206,4.5754486,6.3176514,9.8305908,10.9986511,3.63E-06,7.98E-06,3.61E-05,4.32E-05,4.90E-05,5.40E-05,4.95E-05,0.654279034,0.653769369,0.732433252,-0.512318611,-0.250636101,-0.497023582,-0.36340332,-0.045484543,0.213855743,0.229538918,0.52455616,0.472411156,0.214235306,FALSE,Southeastern
2005,1,31,2,28.2,105.4,567.1929321,0.755455,4.0125977,5.3674866,0.909763439,4.7080302,0.860273936,12.1187096,-18.273642,-5.6790527,2.4786163,-0.9170135,-4.5319427,-3.5689758,-0.8335632,2.0553986,4.8057648,6.1986328,2.81E-06,3.56E-06,2.69E-05,3.13E-05,3.01E-05,3.59E-05,4.20E-05,0.969716539,0.955714169,0.957056246,0.137727737,0.304160118,0.035787582,-0.028639793,-0.05121994,-0.260216713,-0.502991676,-0.278971672,-0.146787643,-0.150225639,FALSE,Southwestern
2008,2,1,2,26.6,108,889.8757324,0.86483,-6.4158539,-4.0522827,0.836075608,-4.8563282,3.4689464,4.6564423,-20.4920868,-9.7920898,-1.827597,-0.9386047,-4.0583862,-5.9651855,-7.9567169,-5.6839508,-2.8229584,-1.4896912,1.48E-05,3.20E-05,4.95E-05,4.99E-05,3.57E-05,2.63E-05,2.13E-05,0.871504736,0.803064117,0.800111876,-0.45765686,-1.119109154,-0.331498146,-0.188780785,0.147265434,0.374088287,0.527368546,0.378788948,0.281554222,0.287572861,FALSE,Southwestern
2007,1,6,2,26.9,104.3,2320.470459,0.138149,-6.1678375,-4.1693329,0.859590901,-4.09,2.029343006,22.8560379,-14.177832,0.8614441,-3.114798,-5.1451935,-7.1391205,-3.4341949,-0.2141327,2.7403503,5.5745789,6.9783264,0.045096426,0.025305309,0.935649796,0.941545992,0.970200405,0.807881336,0.794289856,0.79286233,0.793858089,0.791893187,-0.09560585,0.277385712,0.132637978,-0.158931732,-0.065972328,-0.118723869,-0.110390663,-0.102273941,-0.104152679,-0.105638504,TRUE,Southwestern
2014,2,4,8,26.3,105.9,1444.7052,0.954926,7.6953674,16.1050659,0.574412743,11.1343681,6.578107678,29.8588707,-15.9855408,-3.35755,8.1836487,2.8627411,6.8365417,11.6512695,16.0992065,19.3626953,22.3716522,23.8480316,1.41E-06,1.18E-06,6.80E-06,5.74E-05,6.59E-05,6.92E-05,7.17E-05,0.530794249,0.533745489,0.534461517,-0.257102966,0.072806358,0.1571455,0.164466858,-0.116662979,-0.589743614,-0.510341644,-0.479949951,-0.481863976,-0.48581028,FALSE,Southwestern
2011,12,9,8,25.7,118.1,1651,1,-0.9,-0.9,1,-0.9,2.658301719,25.7345843,-15.0585236,-6.5566772,-0.3122772,2.4315582,3.6934753,3.3202148,0.3935333,4.4205872,8.3570648,9.5726868,0.03713479,0.042486181,0.705241833,0.806709042,0.841805201,0.809840536,0.936487331,0.734392939,0.601694593,0.604945259,0.078010559,0.160739899,0.157704353,0.171728134,0.144665718,0.102737427,0.187413216,0.156817436,0.061559677,0.072282791,TRUE,Southeastern
2014,2,10,20,25.5,99.5,2081.417969,0.373751,1.0366455,4.0013672,0.810083688,2.5363634,0.89077193,24.6313645,-14.80802,-5.445166,-3.0540833,0.2631012,4.0913483,7.9506012,11.1101624,14.2906738,17.1632172,18.648172,1.63E-06,2.04E-06,3.10E-05,3.94E-05,5.77E-05,5.26E-05,5.26E-05,0.794093437,0.785533238,0.797866974,0.377681732,0.516850471,0.299823761,-0.120473862,-0.28813839,-0.16378212,-0.137392044,-0.163351059,-0.152744293,-0.15175724,FALSE,Southwestern
2016,1,16,20,39,117.4,3.34691453,0.712618,-11.7604431,-5.8996796,0.632712248,-7.4429759,4.2670031,0.952415,-44.6771301,-32.3555664,-21.721991,-18.6385559,-16.0052704,-13.7451843,-11.492514,-9.4619507,-8.5886749,-9.1510529,6.07E-07,2.62E-06,8.41E-06,1.06E-05,1.20E-05,1.25E-05,1.54E-05,0.937791967,0.8761691,0.795941238,-0.020508766,-0.455728531,-0.339599609,-0.19288826,0.157717705,0.365208626,0.213125229,0.117753029,0.238075256,0.238700867,FALSE,Northern
2003,12,5,20,31.6,107.1,464.8414002,1.055196,1.5333649,4.662149,0.801532496,3.2395967,1.879591971,15.7638275,-31.481604,-18.5104431,-6.1609406,-3.0040039,-2.2514252,-0.7173065,2.6458527,5.8168732,6.4114014,7.70849,5.36E-06,7.72E-06,2.41E-05,2.33E-05,3.26E-05,4.22E-05,4.80E-05,0.698401356,0.648584824,0.725854473,0.009736061,-0.111763954,0.038444519,-0.034851074,-0.062675476,-0.196174622,-0.109544754,-0.141003609,0.039244652,0.000964165,FALSE,Southwestern
2012,1,12,14,34,102.1,3492.863037,0.391805,-19.4614624,-17.1983246,0.825313269,-17.6713949,1.639270914,15.6302674,-35.1662506,-21.3670105,-11.3646301,-7.4457764,-3.9662537,-0.64646,2.5188385,5.5399414,8.4244324,9.8350922,2.03E-06,7.72E-06,1.27E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,0.856160984,0.85664876,0.855760813,0.023113251,0.029507637,0.161016464,0.191580772,0.180157661,0.197948456,0.20365715,0.197394371,0.192440033,0.193380356,FALSE,Northwestern
2016,2,21,8,27.6,104.1,1544.063232,0.202234,1.086618,3.3434235,0.851529063,2.2749951,2.30834778,17.7344588,-15.8940033,-3.5841888,1.5038086,2.5443665,0.4860474,1.5687195,4.5269104,7.553598,10.4759155,11.8939301,1.02E-06,1.07E-05,6.26E-05,6.50E-05,4.89E-05,4.84E-05,4.87E-05,0.896088905,0.89267292,0.892167797,-0.352752686,0.056079865,-0.438384056,-0.651266098,-0.61601162,-0.472146988,-0.332040787,-0.331628799,-0.335647583,-0.33491993,FALSE,Southwestern
2006,12,28,14,29.5,103.3,1686.775635,2.998619,2.3502136,2.9180084,0.96050347,2.6404155,0.856820956,16.1125901,-29.412558,-16.1547302,-8.0458893,-5.4417328,-2.7419189,0.0441223,2.9786774,5.972467,8.8904358,10.2478729,3.58E-06,9.87E-06,2.88E-05,3.33E-05,4.01E-05,4.75E-05,5.44E-05,0.985925713,0.996646729,1.001714392,-0.184797287,-0.05339241,0.207645416,-0.181318283,-0.321433067,-0.324701309,-0.340509415,-0.246769905,-0.188623428,-0.193335533,FALSE,Southwestern
2013,2,8,14,33,119.8,1.88260496,0.159326,-8.6513733,-4.4200958,0.723201583,-5.6744353,1.519133385,3.9671804,-27.7136749,-19.3372559,-10.0990814,-8.9298767,-8.0917419,-7.4269318,-8.6145844,-10.5124725,-8.7070221,-6.9442963,7.17E-06,1.27E-05,1.50E-05,1.58E-05,1.23E-05,5.08E-06,5.17E-06,0.630764084,0.82528554,0.733661299,-0.031300545,-0.008019447,0.115447998,0.062710762,0.120019913,0.186610222,0.133703232,0.15460968,0.05591774,-0.002934456,FALSE,Southeastern
2007,1,21,2,29.5,119.3,66.1567688,0.591379,4.4469696,5.6206757,0.92155103,5.0568387,2.25303986,13.8938483,-28.1949982,-15.2580475,-4.8398956,-2.3862976,-0.8245911,0.213327,0.8608795,1.7288452,2.108728,3.545816,2.29E-06,1.91E-05,3.67E-05,4.31E-05,4.68E-05,4.71E-05,4.57E-05,0.967773218,0.986201019,0.958273602,0.033248901,-0.06833744,0.035251617,0.000346184,-0.089251518,-0.059445381,-0.062354088,0.019288063,0.14321804,0.184344292,FALSE,Southeastern
2011,1,30,8,27.4,104.9,1664.376953,0.450052,-4.9478821,-2.2368988,0.81664779,-4.15,1.702218558,19.9705128,-25.7434753,-14.5062927,-2.7655701,-4.5927338,-7.846106,-4.8817963,-1.5858521,1.4062592,4.2680603,5.6406342,0.109622107,0.187816324,0.496346369,0.932769041,0.923559609,0.890834858,0.855156372,0.852126169,0.853839741,0.852959766,-0.31602478,0.048524857,-0.22046566,-0.362773895,-0.38498497,-0.339188576,-0.209540367,-0.203456879,-0.213173866,-0.214033127,TRUE,Southwestern
2002,12,20,14,31.9,120,6.43372011,6.202519,7.9231659,9.1003815,0.923401428,8.4791103,3.977112762,16.2097939,-31.3297638,-18.8722748,-6.3455261,-2.6165222,-0.87435,1.4912964,3.0714508,5.5466858,7.4589935,7.7851196,1.68E-06,7.26E-06,3.18E-05,4.15E-05,4.76E-05,5.33E-05,5.52E-05,0.841858254,0.912998323,0.928597012,-0.191482544,-0.083216667,0.052050591,0.028362274,0.017994881,-0.163352013,-0.23216629,-0.179045677,-0.151794434,-0.080839157,FALSE,Southeastern
2007,2,27,8,28.7,113.6,115.9822998,7.480286,12.1711517,14.8357178,0.840776323,13.2448135,1.461187783,23.2365813,-22.9170288,-13.6548218,0.0125061,3.5537048,6.6050507,8.3635651,9.7780243,12.0250031,11.7677551,13.3339783,1.28E-06,2.99E-06,4.65E-05,6.31E-05,7.86E-05,8.54E-05,8.85E-05,0.829777212,0.854369087,0.851627388,-0.078577042,0.335638046,-0.483710289,-0.561210632,-0.446090698,-0.157142639,-0.062223434,0.029720306,0.143836975,0.122546196,FALSE,Central
2010,12,12,20,37.5,115.3,26.2159996,0.454548,-4.0714935,-0.4391388,0.76461151,-1.7686991,5.744261216,8.1305255,-35.3272308,-23.9227051,-12.6778625,-10.0384277,-7.5337433,-8.0934662,-4.6404785,-3.7062286,-5.3425049,-4.0377716,2.67E-07,2.30E-06,1.76E-05,1.83E-05,1.55E-05,2.29E-05,3.09E-05,0.989247456,0.976112747,0.937825632,-0.046301842,-0.102136612,-0.093665123,-0.077454567,-0.065253258,-0.114230156,-0.356358528,-0.464500427,-0.250967026,-0.166794777,FALSE,Northern
2004,12,30,8,25.8,104.6,1723.706543,2.106301,-4.7770599,-0.8158936,0.745272063,-1.78,3.158035054,22.777787,-18.0004028,-5.2897247,-3.2856964,-5.6515717,-7.110083,-2.3054871,0.5412384,3.5976501,6.4864136,7.8622375,0.111735582,0.030846195,0.993414965,0.961645351,0.954492197,0.769013186,0.740702648,0.740381546,0.735790415,0.737237673,-0.017361641,0.002577782,-0.193372726,-0.170456886,-0.278406143,-0.353005409,-0.25073719,-0.25394249,-0.229550362,-0.228723526,TRUE,Southwestern
2013,2,4,8,30.2,115,43.77009201,1.689836,7.5968567,9.3641907,0.887213481,8.4340693,3.063503863,24.8608007,-23.1133331,-12.9517426,-1.2757477,2.9088531,6.3871094,8.8351074,11.3280121,10.2861877,6.3948151,6.2389923,1.07E-05,1.94E-05,3.73E-05,5.20E-05,7.14E-05,8.83E-05,9.98E-05,0.99570652,0.918263464,0.957375403,-0.243943214,-0.177714348,-0.489105225,-0.254961967,-0.136315346,-0.133657455,-0.170505524,-0.071274757,0.053202629,0.141906738,FALSE,Central
2004,2,19,20,24.5,109.8,202.7269135,0.224385,12.8233734,14.3016754,0.908307139,13.4087691,2.109120903,24.4091033,-22.8095306,-10.6032623,0.6407257,3.839151,7.0060516,8.5876862,10.8975311,13.8394562,16.1629883,16.948526,1.89E-06,5.43E-06,3.67E-05,5.40E-05,6.42E-05,6.45E-05,7.28E-05,0.641380062,0.740060167,0.756764631,0.161459923,0.20009613,0.071868896,-0.19233036,-0.487776756,-0.622169495,-0.599703789,-0.629789352,-0.607215881,-0.408533096,FALSE,Southern
2018,12,27,20,31.1,107.9,634.034668,1.64507,1.2244507,3.9586731,0.823553346,2.7295203,2.821493101,10.5798293,-19.4371399,-7.1527618,-10.4614319,-7.3127502,-6.2565979,-4.5963043,-2.3024506,0.334787,3.9130341,5.2847687,1.54E-06,2.75E-06,2.34E-05,2.98E-05,3.04E-05,3.30E-05,3.36E-05,0.824366636,0.754602156,0.788819189,-0.102938652,-0.047450066,-0.173900604,-0.375242233,-0.40247345,-0.341053963,0.012934685,0.186718941,0.119843483,0.106761932,FALSE,Southwestern
2014,2,4,14,36.5,101.6,2521.203613,0.296429,-15.8854279,-5.4693665,0.437450454,-8.543297,1.501167662,20.7386865,-29.6387695,-15.8615631,-3.2012848,-2.5824951,0.7311798,4.1796661,7.3952118,10.457193,13.3865601,14.80578,4.68E-06,7.97E-06,1.27E-05,1.48E-05,1.48E-05,1.48E-05,1.47E-05,0.36506669,0.362757149,0.3636308,-0.43270874,-0.681861877,-0.277667999,-0.329431534,-0.196538925,-0.1810112,-0.18847847,-0.179503441,-0.177368164,-0.175393105,FALSE,Northwestern
2011,2,15,14,31.6,104.6,567.0978394,1.657251,1.8870026,4.391687,0.837747464,3.2394674,0.245443661,11.3981014,-27.8176483,-13.9171967,0.3182312,-3.5467896,-7.0443329,-4.8078979,-1.5213684,1.0311066,4.37005,5.7672668,2.05E-06,7.72E-06,1.78E-05,2.22E-05,2.57E-05,3.02E-05,3.56E-05,0.897409897,0.849257609,0.860165739,0.375351906,0.041680336,0.098991394,0.236801147,0.114326477,-0.021857262,-0.151245117,0.05100441,0.075995445,0.065423012,FALSE,Southwestern
2005,1,8,8,27.2,111.7,259.762207,0.126109,-1.3080505,3.7141663,0.697212647,1.650223,2.74387956,12.232112,-24.4017242,-13.0820679,-6.0601562,-2.3670868,-0.0142426,1.1270538,-0.7253021,-1.1737579,0.2768951,2.3826691,2.06E-06,2.21E-06,3.21E-05,4.39E-05,4.93E-05,5.09E-05,4.10E-05,0.8808636,0.850355425,0.750500574,-0.039273262,0.083075523,0.094532013,-0.073858261,-0.047598839,-0.014709473,-0.071058273,-0.143647194,-0.003495216,-0.022110939,FALSE,Central
2004,12,3,8,37.4,114.8,26.17481804,0.660948,7.2178589,9.8512512,0.836743042,8.4733479,1.490515685,16.5652016,-32.009848,-19.2052826,-7.7748474,-4.9427246,-2.2699036,0.5403687,3.411142,6.4464508,9.1207977,9.643869,4.66E-06,1.30E-05,2.67E-05,2.35E-05,1.85E-05,1.72E-05,2.44E-05,0.554133196,0.601669666,0.669469696,0.135816574,0.108188629,0.009129524,0.169381142,0.075155258,-0.189526558,-0.079544067,0.177472115,0.246289253,0.261054039,FALSE,Northern
2014,1,8,20,24.9,103.2,1904.026855,0.575709,3.6205536,4.2274261,0.958273178,3.9165233,1.457004936,21.0774613,-17.3250031,-11.9130768,-0.7612213,1.8212677,5.0292908,4.351709,7.7176147,10.8494354,13.7795959,15.1812378,8.32E-07,1.65E-06,1.38E-05,4.04E-05,5.88E-05,6.44E-05,6.61E-05,0.970303488,0.967227278,0.967485466,0.298211098,0.03961277,-0.21548748,-0.352655411,-0.285938263,-0.159665108,-0.066082954,-0.069644928,-0.072535515,-0.072299957,FALSE,Southwestern
2004,2,6,14,30.4,102.8,1386.863403,2.304265,-6.8805908,-5.5123047,0.900786066,-5.9985355,0.270460776,9.5911954,-32.7372803,-20.3931946,-15.1652435,-13.1830811,-9.9110931,-6.4036011,-3.2461304,-0.3539032,2.4890228,3.8205811,3.20E-06,9.54E-06,1.27E-05,1.44E-05,1.81E-05,2.24E-05,2.83E-05,0.911881952,0.902219706,0.908593283,0.118302345,0.379327774,-0.735480309,-0.575145721,-0.319377899,-0.161060333,0.024614334,0.028654099,0.016524315,0.02287674,FALSE,Southwestern
2002,1,30,20,26.9,104.3,2320.470459,7.93106,-2.2448334,-1.587088,0.952695334,-0.7,1.47366738,30.4558537,-21.7787537,-17.5801758,-3.6082672,-0.127066,-1.4600433,-0.1292328,3.0506226,6.072641,8.9201752,10.3277374,0.024088321,0.477544613,0.929294004,0.975264025,0.961732645,0.957608089,0.958896236,0.95689743,0.956201992,0.953865957,-0.067411423,0.021290779,-0.169096947,-0.81829834,-0.677680016,-0.349738121,-0.340380669,-0.335454941,-0.337400436,-0.334650993,TRUE,Southwestern
2007,12,28,20,26.5,113.8,504.0777893,6.724435,6.5044952,6.9666229,0.968768164,6.728277,1.085331289,14.9704941,-13.6612305,0.1773468,-2.3098511,-0.3757996,1.7786194,1.1676422,1.8885284,3.7504517,6.1259552,7.6277557,7.87E-07,8.40E-07,2.95E-05,4.62E-05,5.15E-05,5.07E-05,5.14E-05,1.002092667,0.997780113,0.985460167,0.159036636,-0.241107941,0.082334518,0.093455315,-0.003684044,-0.090797424,-0.030646324,-0.058553696,-0.152275085,-0.051301956,FALSE,Central
2003,1,1,14,34.6,109.1,379.5275574,1.054117,-6.0395721,-2.010611,0.739248651,-3.4025097,0.754825491,6.8304817,-30.6056274,-21.8246216,-12.0773224,-9.803183,-8.0562805,-6.7514252,-5.8814453,-4.8627533,-3.079718,-1.9119781,4.94E-06,1.05E-05,2.08E-05,2.33E-05,2.52E-05,2.65E-05,2.67E-05,0.857840099,0.681257076,0.670559521,-0.090796471,-0.348465919,-0.0447855,-0.003458977,-0.056264877,-0.067576408,-0.063718796,0.048295975,0.138951302,0.170589447,FALSE,Northwestern
